,county,case_id,state,areaname,median_family_income,total_cost,index
477,Denton,2613,TX,"Dallas, TX HUD Metro FMR Area",109886.8125,78565.91388,0.6384550311064422
478,Denver,261,CO,"Denver-Aurora-Lakewood, CO MSA",90000.2734375,91534.85376,0.35212034357605027
479,Des Moines,824,IA,"Des Moines County, IA",68691.578125,65297.46636,0.399503063245044
480,Deschutes,2244,OR,"Bend-Redmond, OR MSA",79471.203125,92798.01732000001,0.2646903140438656
481,Desha,132,AR,"Desha County, AR",42579.39453125,59297.3664,0.16934928925375672
482,Deuel,1701,NE,"Deuel County, NE",66049.55859375,75700.89936000001,0.27579975826111364
483,Dewey,2180,OK,"Dewey County, OK",59532.29296875,69400.97928,0.2656641680986736
484,Dickens,2615,TX,"Dickens County, TX",62251.328125,63237.4452,0.3529275405273158
485,Dickenson,2875,VA,"Dickenson County, VA",43765.37890625,65453.14524,0.13529048708855546
486,Dickey,2028,ND,"Dickey County, ND",84252.1015625,64204.82892,0.578890265691353
487,Dickinson,825,IA,"Dickinson County, IA",71576.27864583333,68202.1954,0.3977747701621217
488,Dickson,2479,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",65629.5859375,67701.21612,0.34258467812267646
489,Dillingham Census Area,74,AK,"Dillingham Census Area, AK",57301.0,84669.68268,0.140878548374491
490,Dillon,2362,SC,"Dillon County, SC",42182.015625,56432.55984,0.18962117502471107
491,Dimmit,2616,TX,"Dimmit County, TX",32214.61328125,59848.94316,0.045420007359942616
492,Dinwiddie,2876,VA,"Richmond, VA MSA",76677.2109375,80230.9608,0.3331456621170379
493,District of Columbia,326,DC,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",116607.390625,120289.63692,0.34257647599353047
494,Divide,2029,ND,"Divide County, ND",91452.2109375,69986.838,0.5750762566327736
495,Dixie,340,FL,"Dixie County, FL",46576.828125,65215.91052,0.16668096759570983
496,Dixon,1702,NE,"Sioux City, IA-NE-SD HUD Metro FMR Area",74658.46875,80568.15732,0.3131183628769767
497,Doddridge,3030,WV,"Doddridge County, WV",63626.25,75977.77944,0.2516242124503178
498,Dodge,438,GA,"Dodge County, GA",71583.1240234375,70633.51923,0.3729423010155053
499,Dolores,262,CO,"Dolores County, CO",57438.59375,68848.47012,0.2494483407543072
500,Dona Ana,1830,NM,"Las Cruces, NM MSA",50962.40234375,62162.91252,0.23948474333114572
501,Doniphan,916,KS,"St. Joseph, MO-KS MSA",66211.796875,69829.69944,0.3279649168508336
502,Donley,2617,TX,"Donley County, TX",54550.1328125,62753.24124,0.2735755149040776
503,Dooly,439,GA,"Dooly County, GA",53103.3359375,59847.94116,0.28599902298558266
504,Door,3091,WI,"Door County, WI",76052.8984375,74157.74051999999,0.3812903967165972
505,Dorchester,1212,MD,"Charleston-North Charleston, SC MSA",75854.71875,69892.43568,0.42247430114002316
506,Dougherty,440,GA,"Albany, GA MSA",48077.0234375,63297.106920000006,0.1979397274638057
507,Douglas,263,CO,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",78692.18359375,77710.1587,0.37238600580955117
508,Drew,133,AR,"Drew County, AR",65246.58203125,59208.575639999995,0.43396567939758457
509,DuPage,623,IL,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",117059.1953125,95134.6578,0.5225215259949857
510,Dubois,722,IN,"Dubois County, IN",76467.734375,64080.14484,0.4969196502290133
511,Dubuque,826,IA,"Dubuque, IA MSA",81791.828125,68501.70852,0.4974004093289939
512,Duchesne,2813,UT,"Duchesne County, UT",72346.0546875,76743.75696,0.3241785679641088
513,Dukes,1235,MA,"Dukes County, MA",99233.4921875,109743.8436,0.2976640948988439
514,Dundy,1705,NE,"Dundy County, NE",57483.77734375,77352.50592,0.18663247482684084
515,Dunklin,1540,MO,"Dunklin County, MO",46550.1328125,64008.29052,0.17568090685249738
516,Dunn,2030,ND,"Dunn County, ND",93170.08984375,75801.6195,0.5216066381971629
517,Duplin,1948,NC,"Duplin County, NC",53993.59375,63960.46631999999,0.25626915340590095
518,Durham,1949,NC,"Durham-Chapel Hill, NC HUD Metro FMR Area",83442.96875,78649.38792,0.4056853992813734
519,Dutchess,1869,NY,"Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area",104990.90625,105669.60312000001,0.35924879596379283
520,Duval,341,FL,"Duval County, TX",61545.900390625,65355.182700000005,0.32350162013022365
521,Dyer,2480,TN,"Dyer County, TN",57273.27734375,59572.164840000005,0.33707723269288464
522,Eagle,264,CO,"Eagle County, CO",96674.6484375,92233.85448000001,0.3968617372916521
523,Early,442,GA,"Early County, GA",43364.91796875,60911.005079999995,0.1651264895363421
524,East Baton Rouge Parish,1136,LA,"Baton Rouge, LA HUD Metro FMR Area",76136.0703125,74028.10464,0.38330265440452277
525,East Carroll Parish,1137,LA,"East Carroll Parish, LA",32589.404296875,64518.04668000001,0.022574709972362415
526,East Feliciana Parish,1138,LA,"Baton Rouge, LA HUD Metro FMR Area",62858.18359375,68655.70188,0.3054722601050524
527,Eastland,2619,TX,"Eastland County, TX",51283.80078125,59867.73996,0.26484833799118357
528,Eaton,1275,MI,"Lansing-East Lansing, MI MSA",80828.6640625,70518.29664,0.4644515821470936
529,Eau Claire,3094,WI,"Eau Claire, WI MSA",81198.3203125,78754.19988,0.38506687843646814
530,Echols,443,GA,"Valdosta, GA MSA",55208.328125,63326.03256,0.2753200474044343
531,Ector,2620,TX,"Odessa, TX MSA",75431.671875,72897.69096,0.3876350586425355
532,Eddy,1831,ND,"Eddy County, ND",79113.8671875,70287.74597999999,0.45022720406886435
533,Edgar,624,IL,"Edgar County, IL",66861.78125,67918.43208,0.35295251554412743
534,Edgecombe,1950,NC,"Rocky Mount, NC MSA",46212.3046875,68458.88988,0.1396916063371811
535,Edgefield,2364,SC,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",63797.73046875,58559.25060000001,0.4253343929314028
536,Edmonson,1030,KY,"Bowling Green, KY HUD Metro FMR Area",53278.921875,70387.6698,0.19614081600863675
537,Edmunds,2413,SD,"Edmunds County, SD",83119.515625,70950.17076,0.4818976100172028
538,Edwards,625,IL,"Edwards County, IL",65210.643229166664,66832.76372,0.34694650548796363
539,Effingham,444,GA,"Effingham County, IL",78983.4609375,73234.67646,0.41778150968160815
540,El Dorado,195,CA,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",105534.1015625,96977.02368,0.42449496792224484
541,El Paso,266,CO,"Colorado Springs, CO HUD Metro FMR Area",68986.796875,71107.4082,0.3431202003693492
542,Elbert,265,CO,"Denver-Aurora-Lakewood, CO MSA",80485.19140625,75753.54569999999,0.4067277755602716
543,Elk,919,KS,"Elk County, KS",65554.626953125,66398.59686,0.35491483257300965
544,Elkhart,723,IN,"Elkhart-Goshen, IN MSA",69381.609375,71092.77588,0.34708563381329904
545,Elko,1773,NV,"Elko County, NV",93736.8984375,81605.41140000001,0.4661415985336474
546,Elliott,1031,KY,"Elliott County, KY",39088.1875,61016.38188,0.11596765485976857
547,Ellis,920,KS,"Dallas, TX HUD Metro FMR Area",79319.23177083333,71716.82220000001,0.4367415874953311
548,Ellsworth,921,KS,"Ellsworth County, KS",74967.5390625,64982.7444,0.46958286644937136
549,Elmore,26,AL,"Elmore County, ID",65134.65625,72728.25383999999,0.291709645454102
550,Emanuel,446,GA,"Emanuel County, GA",45816.9765625,59143.572120000004,0.208367188864787
551,Emery,2814,UT,"Emery County, UT",71919.921875,72325.25172,0.3598129947007427
552,Emmet,827,IA,"Emmet County, IA",72591.46875,67759.75386,0.4128246448832964
553,Emmons,2032,ND,"Emmons County, ND",74897.71875,66581.17752,0.44977024286001255
554,Emporia city,2953,VA,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",37757.421875,62753.23787999999,0.08912984712149855
555,Erath,2624,TX,"Erath County, TX",76072.40625,63636.113040000004,0.49837690554021474
556,Erie,1870,NY,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",72525.40625,69881.75200000001,0.38975082199710276
557,Escambia,27,AL,"Escambia County, AL",58448.994140625,66757.64268,0.2778904214677979
558,Esmeralda,1774,NV,"Esmeralda County, NV",63605.7109375,74090.63004,0.26613514436444313
559,Essex,1236,MA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area | Lawrence, MA-NH HUD Metro FMR Area |  |",73836.80234375,83407.312488,0.28458702705839833
560,Estill,1032,KY,"Estill County, KY",42633.81640625,60643.070759999995,0.15898495679203284
561,Etowah,28,AL,"Gadsden, AL MSA",58943.921875,67812.732,0.2735315580120527
562,Eureka,1775,NV,"Eureka County, NV",87378.7890625,79563.45852,0.4313803008149511
563,Evangeline Parish,1139,LA,"Evangeline Parish, LA",43795.15625,64450.08959999999,0.14278168810825634
564,Evans,447,GA,"Evans County, GA",52445.140625,59490.23615999999,0.2820504473349823
565,Fairbanks North Star Borough,75,AK,"Fairbanks, AK MSA",92407.15625,93375.72959999999,0.356526186813382
566,Fairfax,2878,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",148568.375,110032.49724000001,0.6050707287692225
567,Fairfax city,2954,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",145809.296875,105520.51067999999,0.6268426338351477
568,Fairfield,309,CT,"Bridgeport, CT HUD Metro FMR Area | Danbury, CT HUD Metro FMR Area | Stamford-Norwalk, CT HUD Metro FMR Area |",84802.14192708333,80165.70576,0.40353967332606566
569,Fall River,2414,SD,"Fall River County, SD",64658.2109375,73246.00080000001,0.2828627740605876
570,Fallon,1633,MT,"Fallon County, MT",97228.1015625,75678.16692,0.5599481887959676
571,Falls Church city,2955,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",177662.46875,108066.31824000001,0.8075692345595575
572,Falls,2625,TX,"Falls County, TX HUD Metro FMR Area",53085.87890625,62576.94144,0.25913534742150346
573,Fannin,448,GA,"Fannin County, GA",66224.6328125,63777.346620000004,0.39012436576291953
574,Faribault,1357,MN,"Faribault County, MN",71686.8359375,66211.92792,0.4206691824903691
575,Faulk,2415,SD,"Faulk County, SD",84826.1015625,68376.33096,0.529496180205611
576,Faulkner,134,AR,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",72333.734375,69253.98336,0.3943275072296691
577,Fauquier,2879,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",124632.0390625,93809.16876,0.5901463041555629
578,Fayette,29,AL,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",67984.09943181818,68752.92513818182,0.3559681720734993
579,Fentress,2482,TN,"Fentress County, TN",45324.1015625,59650.59792000001,0.19813347081106183
580,Fergus,1634,MT,"Fergus County, MT",61074.5859375,74015.5128,0.24316485217383757
581,Ferry,2992,WA,"Ferry County, WA",58375.0625,64973.87376,0.29367373911553585
582,Fillmore,1358,MN,"Fillmore County, MN HUD Metro FMR Area",81779.5078125,74118.39660000001,0.43492001321360474
583,Finney,922,KS,"Finney County, KS",71053.28125,65199.45708,0.4255599649419784
584,Fisher,2628,TX,"Fisher County, TX",63663.21484375,62042.00952,0.3816867224435058
585,Flagler,343,FL,"Palm Coast, FL HUD Metro FMR Area",64718.79296875,73698.98027999999,0.27968962685054577
586,Flathead,1635,MT,"Flathead County, MT",72235.15625,78821.26164,0.30608286950078095
587,Fleming,1034,KY,"Fleming County, KY",54496.73828125,60931.855319999995,0.29088174262723104
588,Florence,2366,SC,"Florence County, WI",62741.126953125,65536.91874000001,0.3342720507615561
589,Floyd,450,GA,"Floyd County, IA",63454.768880208336,66430.72582,0.33279834141847536
590,Fluvanna,2881,VA,"Charlottesville, VA HUD Metro FMR Area",93759.484375,89359.293,0.3976160991101963
591,Foard,2630,TX,"Foard County, TX",54131.1875,64489.31616,0.25296820858586694
592,Fond du Lac,3096,WI,"Fond du Lac, WI MSA",80297.796875,70840.35684,0.4556946293057673
593,Ford,628,IL,"Champaign-Urbana, IL MSA",64478.513671875,68953.71588,0.3189416821051341
594,Forest,2298,PA,"Forest County, PA",52006.171875,68726.6682,0.1959855765656397
595,Forrest,1440,MS,"Hattiesburg, MS MSA",52137.09375,65893.839,0.21977780102848246
596,Forsyth,451,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",95703.78125,77482.68864,0.5257648163497384
597,Fort Bend,2631,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",111113.875,82355.12784,0.6043686409426942
598,Foster,2033,ND,"Foster County, ND",94211.2890625,65906.89332,0.6596861553170643
599,Fountain,726,IN,"Fountain County, IN",68117.5859375,64146.47124,0.40634588344621714
600,Franklin,30,AL,"Burlington-South Burlington, VT MSA",66709.3798828125,69459.82543,0.3363826745349659
601,Franklin Parish,1140,LA,"Franklin Parish, LA",43879.35546875,63655.53048,0.14953963413749397
602,Franklin city,2956,VA,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",48552.44140625,67590.75012000001,0.16953135602100355
603,Frederick,1213,MD,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",103401.3828125,85436.67096,0.5086063000163501
604,Fredericksburg city,2957,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",87438.34375,89325.51888,0.34911381412611125
605,Freeborn,1359,MN,"Freeborn County, MN",66021.8359375,67120.83012,0.35239026769581755
606,Freestone,2633,TX,"Freestone County, TX",65152.11328125,61802.161199999995,0.4010368230323029
607,Fremont,267,CO,"Fremont County, CO",67575.423828125,72580.98663,0.31614075218096266
608,Fresno,196,CA,"Fresno, CA MSA",62295.484375,71319.432,0.27646453897644274
609,Frio,2634,TX,"Frio County, TX",55562.5859375,61266.685679999995,0.2995036477736893
610,Frontier,1708,NE,"Frontier County, NE",68902.078125,79164.11507999999,0.2743269250542249
611,Fulton,136,AR,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",65661.4189453125,68271.436125,0.3373253378273065
612,Furnas,1709,NE,"Furnas County, NE",65631.640625,77724.97248,0.2564327228458964
613,Gadsden,345,FL,"Tallahassee, FL HUD Metro FMR Area",52053.91796875,65978.51952,0.21820893456832613
614,Gage,1710,NE,"Gage County, NE",74818.65625,73732.0554,0.3738335480422292
615,Gaines,2635,TX,"Gaines County, TX",74404.84375,63417.2868,0.4830958729890595
616,Galax city,2958,VA,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",42071.1171875,64091.76588,0.12685942032998698
617,Gallatin,631,IL,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",68743.609375,76639.64271999999,0.2926625512482177
618,Gallia,2097,OH,"Gallia County, OH",62229.765625,62894.23452,0.35639384726959755
619,Galveston,2636,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",91664.7578125,72605.19383999999,0.5446135252788102
620,Garden,1711,NE,"Garden County, NE",58925.4375,81174.77868,0.17475494144368275
621,Garfield,268,CO,"Enid, OK MSA",69763.24479166667,73699.76497999999,0.3268603362136002
622,Garland,137,AR,"Hot Springs, AR MSA",60081.64453125,66832.83552,0.2940493285520934
623,Garrard,1039,KY,"Garrard County, KY",65631.640625,63354.18564,0.3884533464525241
624,Garrett,1214,MD,"Garrett County, MD",67678.1015625,62791.02683999999,0.4173215389376367
625,Garvin,2183,OK,"Garvin County, OK",59706.85546875,70043.59092,0.2619575517359951
626,Garza,2637,TX,"Garza County, TX",69988.4609375,62538.118440000006,0.4457894341328305
627,Gasconade,1542,MO,"Gasconade County, MO",68488.2734375,66967.14203999999,0.3793320859962577
628,Gaston,1953,NC,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",66341.1796875,70993.9032,0.31850372081465167
629,Gates,1954,NC,"Gates County, NC HUD Metro FMR Area",62893.09375,72678.22236,0.2708761973130186
630,Geary,925,KS,"Geary County, KS",59946.10546875,69401.74248,0.26976743219327654
631,Geauga,2098,OH,"Cleveland-Elyria, OH MSA",103149.8125,70131.8274,0.6881792133396009
632,Gem,580,ID,"Gem County, ID HUD Metro FMR Area",57425.24609375,71974.6014,0.22434460823209523
633,Genesee,1277,MI,"Flint, MI MSA",71398.294921875,68109.45324,0.3969585648984037
634,Geneva,31,AL,"Dothan, AL HUD Metro FMR Area",52019.0078125,64943.287800000006,0.2265068048532831
635,Gentry,1543,MO,"Gentry County, MO",61496.61328125,65222.74967999999,0.3242987172582512
636,George,1442,MS,"George County, MS",58202.5546875,60702.43548,0.33529026462907585
637,Georgetown,2367,SC,"Georgetown County, SC",64465.1640625,63417.92256,0.3750578000631002
638,Gibson,729,IN,"Gibson County, IN",64829.173828125,62409.09678,0.3904037167228028
639,Gila,100,AZ,"Gila County, AZ",52807.609375,73570.05828,0.16915710625087765
640,Gilchrist,346,FL,"Gainesville, FL MSA",51923.51171875,66767.92356,0.21043338261528916
641,Giles,2485,TN,"Giles County, TN",63321.28125,66950.62554000001,0.3263114505843309
642,Gillespie,2638,TX,"Gillespie County, TX",75452.203125,67189.69668,0.44843619601145
643,Gilliam,2246,OR,"Gilliam County, OR",64078.05078125,83608.42452,0.20266893882636056
644,Gilmer,454,GA,"Gilmer County, GA",60668.990234375,68315.91342,0.2865235268986655
645,Gilpin,269,CO,"Denver-Aurora-Lakewood, CO MSA",96091.40625,90845.8014,0.40347501821980436
646,Glacier,1638,MT,"Glacier County, MT",49266.0859375,68899.27739999999,0.1672673797695939
647,Glades,347,FL,"Glades County, FL",50057.76953125,71220.1032,0.15886878562763002
648,Gladwin,1278,MI,"Gladwin County, MI",55774.109375,66192.64152,0.2551880514303777
649,Glascock,455,GA,"Glascock County, GA",70410.4921875,61064.35752,0.4691698806357384
650,Glasscock,2639,TX,"Glasscock County, TX",80031.8515625,65834.0058,0.5123227577877676
651,Glenn,197,CA,"Glenn County, CA",59508.67578125,73847.44404,0.22984371368893322
652,Gloucester,1809,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",97610.08203125,83269.30536,0.4823815022257812
653,Glynn,456,GA,"Brunswick, GA MSA",68852.796875,68245.26636,0.3698117133504542
654,Gogebic,1279,MI,"Gogebic County, MI",57223.98828125,71618.90688,0.22513892218797069
655,Golden Valley,1639,MT,"Golden Valley County, MT HUD Metro FMR Area",64353.244140625,71839.17222,0.29185202791978926
656,Goliad,2640,TX,"Victoria, TX MSA",82787.8515625,63871.577520000006,0.5678081379314412
657,Gonzales,2641,TX,"Gonzales County, TX",64081.1328125,61921.92624,0.38771021436607256
658,Goochland,2886,VA,"Richmond, VA MSA",115181.1328125,89748.7824,0.5589935839945162
659,Goodhue,1360,MN,"Goodhue County, MN",89452.9765625,68842.57979999999,0.5700298850975306
660,Gooding,581,ID,"Gooding County, ID",61329.23828125,67079.5374,0.30458984487657786
661,Gordon,457,GA,"Gordon County, GA",53085.87890625,60785.4396,0.276368559701033
662,Goshen,3156,WY,"Goshen County, WY",66705.703125,81332.51988,0.23971925461027527
663,Gosper,1713,NE,"Gosper County, NE",83001.4296875,77941.94784000001,0.40841813241311103
664,Gove,926,KS,"Gove County, KS",65227.0703125,66162.09012,0.3539349784742169
665,Grady,458,GA,"Grady County, GA",64635.10546875,65151.58008,0.3582118323664414
666,Grafton,1791,NH,"Grafton County, NH",86340.671875,73295.655,0.48634916150972507
667,Graham,101,AZ,"Graham County, AZ",56748.225260416664,68815.10068,0.24281235990329733
668,Grainger,2486,TN,"Grainger County, TN HUD Metro FMR Area",53532.55078125,60398.41848000001,0.28532314066648695
669,Grand,270,CO,"Grand County, CO",76500.08203125,77380.23828,0.35583584198269025
670,Grand Forks,2035,ND,"Grand Forks, ND-MN MSA",84511.890625,83376.20556,0.3730643714179045
671,Grand Isle,2842,VT,"Burlington-South Burlington, VT MSA",89015.546875,94493.75028000001,0.32371639978077266
672,Grand Traverse,1280,MI,"Grand Traverse County, MI",81677.8515625,72656.35608,0.4492590489870109
673,Granite,1640,MT,"Granite County, MT",62285.21484375,71895.52764,0.271541885577333
674,Grant,138,AR,"Grant County, AR HUD Metro FMR Area",65852.11300223214,69420.91129714285,0.3282421746059028
675,Grant Parish,1141,LA,"Alexandria, LA MSA",53466.83203125,65053.2888,0.24091343122803463
676,Granville,1956,NC,"Granville County, NC",69095.125,68164.23419999999,0.3730887533173092
677,Gratiot,1281,MI,"Gratiot County, MI",60368.12890625,63346.6314,0.33126734382224937
678,Graves,1041,KY,"Graves County, KY",61967.92578125,66198.73152,0.3196246442566326
679,Gray,929,KS,"Gray County, KS",69207.564453125,64561.595700000005,0.4132762783108051
680,Grays Harbor,2996,WA,"Grays Harbor County, WA",67163.6640625,69463.42572,0.340856067542803
681,Grayson,1042,KY,"Grayson County, KY",56422.037760416664,66633.62176,0.2580467027213314
682,Greeley,930,KS,"Greeley County, KS",63470.685546875,73274.42292000001,0.27145622063329944
683,Green,1043,KY,"Green County, KY",66258.00390625,66311.9781,0.3631147774693279
684,Green Lake,3100,WI,"Green Lake County, WI",71123.109375,68048.17392,0.3948218767420829
685,Greenbrier,3034,WV,"Greenbrier County, WV",52678.23046875,76639.89996,0.1481764266498306
686,Greene,32,AL,"Charlottesville, VA HUD Metro FMR Area",65244.30719866072,67525.09567714286,0.3403946881106006
687,Greenlee,102,AZ,"Greenlee County, AZ",66232.3359375,66659.82132,0.35925560659661615
688,Greensville,2889,VA,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",58840.2109375,70040.4792,0.2534550939042583
689,Greenup,1044,KY,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",63218.59765625,69649.19399999999,0.3000374317285403
690,Greenville,2368,SC,"Greenville-Mauldin-Easley, SC HUD Metro FMR Area",77889.890625,67982.81676,0.4641212097685207
691,Greenwood,931,KS,"Greenwood County, KS",57648.580078125,60920.59644000001,0.32665590217949547
692,Greer,2186,OK,"Greer County, OK",56957.015625,69369.69828,0.24034267993740643
693,Gregg,2644,TX,"Longview, TX HUD Metro FMR Area",62751.39453125,63555.934199999996,0.3549506005694452
694,Gregory,2417,SD,"Gregory County, SD",61219.3671875,70199.71788,0.2755015436381911
695,Grenada,1444,MS,"Grenada County, MS",51011.69140625,59824.097400000006,0.26214396948209473
696,Griggs,2037,ND,"Griggs County, ND",78971.140625,66717.59448,0.4902675089144127
697,Grimes,2645,TX,"Grimes County, TX",61556.16796875,63059.96148,0.34723895559840895
698,Grundy,633,IA,"Grundy County, IL HUD Metro FMR Area",72600.453125,68499.36056999999,0.40494222854012385
699,Guadalupe,1833,NM,"Guadalupe County, NM",65309.73046875,70564.2897,0.31235006188090364
700,Guernsey,2100,OH,"Guernsey County, OH",56817.3671875,62836.068960000004,0.2976554689930481
701,Guilford,1958,NC,"Greensboro-High Point, NC HUD Metro FMR Area",69161.8671875,68674.42644,0.3685680697172821
702,Gulf,348,FL,"Gulf County, FL HUD Metro FMR Area",56889.2421875,69397.43124,0.2394433892128433
703,Gunnison,271,CO,"Gunnison County, CO",90584.5390625,74792.628,0.5092082192016772
704,Guthrie,834,IA,"Des Moines-West Des Moines, IA MSA",74696.4609375,68875.20216,0.4219314240338737
705,Gwinnett,460,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",81718.921875,80083.04556,0.37775550821847953
706,Haakon,2418,SD,"Haakon County, SD",47918.890625,75155.24867999999,0.1138866413847606
707,Habersham,461,GA,"Habersham County, GA",62868.453125,61401.74712,0.38014020822787564
708,Haines Borough,76,AK,"Haines Borough, AK",83207.8203125,80377.00188,0.3879510673290569
709,Hale,33,AL,"Hale County, TX",56373.263671875,63205.419539999995,0.2891704729013761
710,Halifax,1959,NC,"Halifax County, NC",53342.5859375,65829.84516,0.23292987414648203
711,Hall,462,GA,"Gainesville, GA MSA",63477.359375,69232.78328,0.30637648786166777
712,Hamblen,2489,TN,"Morristown, TN MSA",56017.46875,61427.3796,0.3029725419130874
713,Hamilton,349,FL,"Chattanooga, TN-GA MSA",74462.960546875,70974.79395600001,0.3975506126268759
714,Hamlin,2419,SD,"Hamlin County, SD",73678.875,69943.8726,0.40048234375258046
715,Hampden,1239,MA,"Springfield, MA MSA",74012.59375,81111.54024,0.30335110475012317
716,Hampshire,1240,MA,"Springfield, MA MSA",77541.28125,84589.27044,0.3062464589147928
717,Hampton,2370,SC,"Hampton County, SC",45242.98046875,60740.855279999996,0.18781254215243834
718,Hampton city,2959,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",71542.0546875,79625.93652,0.2936997727445226
719,Hancock,463,GA,"Gulfport-Biloxi, MS HUD Metro FMR Area",66614.620703125,68899.09234799999,0.34082211757814035
720,Hand,2420,SD,"Hand County, SD",74958.3046875,68646.13836000001,0.42705491406121937
721,Hanover,2891,VA,"Richmond, VA MSA",107879.375,85680.63924,0.5422543934235071
722,Hansford,2650,TX,"Hansford County, TX",42981.91015625,63253.8606,0.14277750395921712
723,Hanson,2421,SD,"Hanson County, SD",78344.7734375,71134.63728,0.43353863223527
724,Haralson,464,GA,"Haralson County, GA HUD Metro FMR Area",61775.91015625,70045.86036,0.282298308675544
725,Hardee,350,FL,"Hardee County, FL",50667.703125,69105.33084,0.17977765037916305
726,Hardeman,2492,TN,"Hardeman County, TN",52510.857421875,59432.07336,0.283407254223175
727,Hardin,636,IA,"Beaumont-Port Arthur, TX HUD Metro FMR Area",67638.91471354167,65147.39512,0.3900361434681459
728,Harding,1834,NM,"Harding County, NM",59876.794921875,73146.7584,0.23863305050764805
729,Hardy,3037,WV,"Hardy County, WV",55111.80859375,73400.76564,0.1919354994387571
730,Harford,1215,MD,"Baltimore-Columbia-Towson, MD MSA",109701.984375,81142.31964,0.6062750993101097
731,Harlan,1047,KY,"Harlan County, KY",54006.94140625,70274.09154000001,0.20412458924631657
732,Harmon,2187,OK,"Harmon County, OK",62484.41796875,69744.14484,0.29193001244235217
733,Harnett,1960,NC,"Harnett County, NC",66125.546875,71335.83791999999,0.3133329146366727
734,Harney,2248,OR,"Harney County, OR",53965.87109375,74685.40116,0.17245811722926305
735,Harper,933,KS,"Harper County, KS",62874.61328125,68762.11032,0.3046603955576987
736,Harris,465,GA,"Columbus, GA-AL MSA",83943.02734375,68801.53794,0.5153648752409582
737,Harrison,734,IA,"Gulfport-Biloxi, MS HUD Metro FMR Area",66519.5888671875,67435.202805,0.3543172250248896
738,Harrisonburg city,2960,VA,"Harrisonburg, VA MSA",65111.0390625,74005.52088,0.28083573926881705
739,Hart,466,GA,"Hart County, GA",53495.0703125,60803.271239999995,0.2808305885715561
740,Hartford,312,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",98193.3203125,86269.50816,0.45894261622803556
741,Hartley,2655,TX,"Hartley County, TX",69876.5390625,66852.417,0.39485507581122636
742,Harvey,934,KS,"Wichita, KS HUD Metro FMR Area",71479.4140625,69658.24704,0.3816960589443396
743,Haskell,935,KS,"Haskell County, KS",58131.360677083336,65677.87188,0.2844783813817316
744,Hawaii,553,HI,"Hawaii County, HI",77351.8359375,96858.48612,0.22486319979355118
745,Hawkins,2494,TN,"Kingsport-Bristol-Bristol, TN-VA MSA",53327.18359375,61500.61824,0.2720729495488145
746,Hayes,1719,NE,"Hayes County, NE",69551.0390625,80031.039,0.27341759332968285
747,Hays,2657,TX,"Austin-Round Rock, TX MSA",88195.1171875,78663.52764,0.4471929681681771
748,Haywood,1961,NC,"Haywood County, NC HUD Metro FMR Area",60222.8359375,64905.88044,0.31394469303806954
749,Heard,467,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",65226.04296875,66745.77312,0.34798205274117383
750,Hemphill,2658,TX,"Hemphill County, TX",86510.09375,67654.05024,0.5557816653168843
751,Hempstead,140,AR,"Hempstead County, AR",54875.63671875,58857.59748,0.317044412909877
752,Henderson,637,IL,"Asheville, NC HUD Metro FMR Area",63511.44921875,69435.556224,0.3048693641331402
